,MonthlyIncomeRange,YearsWithCurrManager,YearsSinceLastPromotion,YearsInCurrentRole,YearsAtCompany,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,StockOptionLevel,RelationshipSatisfaction,PerformanceRating,PercentSalaryHike,OverTime,NumCompaniesWorked,MaritalStatus,JobSatisfaction,JobRole,JobLevel,JobInvolvement,Gender,EnvironmentSatisfaction,EducationField,Education,DistanceFromHome,Department,BusinessTravel,Age,Attrition,DailyRate,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,MonthlyRate,Over18,StandardHours,Attrition2,AgeAttritionRate,BusinessTravelAttritionRate,DepartmentAttritionRate,DistanceFromHomeAttritionRate,EducationAttritionRate,EducationFieldAttritionRate,EnvironmentSatisfactionAttritionRate,GenderAttritionRate,JobInvolvementAttritionRate,JobLevelAttritionRate,JobRoleAttritionRate,JobSatisfactionAttritionRate,MaritalStatusAttritionRate,NumCompaniesWorkedAttritionRate,OverTimeAttritionRate,PercentSalaryHikeAttritionRate,PerformanceRatingAttritionRate,RelationshipSatisfactionAttritionRate,StockOptionLevelAttritionRate,TotalWorkingYearsAttritionRate,TrainingTimesLastYearAttritionRate,WorkLifeBalanceAttritionRate,YearsAtCompanyAttritionRate,YearsInCurrentRoleAttritionRate,YearsSinceLastPromotionAttritionRate,YearsWithCurrManagerAttritionRate,MonthlyIncomeRangeAttritionRate,TotalAttritionScore
812,3501 to 4000,2,1,2,6,4,2,6,3,2,3,13,No,1,Divorced,1,Laboratory Technician,1,3,Male,2,Medical,1,29,Research & Development,Travel_Rarely,24,No,506,1,1725,91,3907,3622,Y,80,0,0.269230769,0.149568552,0.138397503,0.185185185,0.182352941,0.135775862,0.149825784,0.170068027,0.144009217,0.26335175,0.239382239,0.228373702,0.100917431,0.188099808,0.104364326,0.162679426,0.160771704,0.148514851,0.176470588,0.176,0.179159049,0.176470588,0.118421053,0.182795699,0.137254902,0.145348837,0.128571429,4.5
813,3501 to 4000,2,1,2,3,2,4,3,1,1,4,20,No,1,Divorced,4,Laboratory Technician,1,3,Male,2,Other,3,10,Research & Development,Travel_Rarely,35,No,802,1,1028,45,3917,9541,Y,80,0,0.128205128,0.149568552,0.138397503,0.127906977,0.173076923,0.134146341,0.149825784,0.170068027,0.144009217,0.26335175,0.239382239,0.11328976,0.100917431,0.188099808,0.104364326,0.127272727,0.163716814,0.206521739,0.093959732,0.214285714,0.211382114,0.168604651,0.15625,0.182795699,0.137254902,0.145348837,0.128571429,4.3
814,3501 to 4000,2,1,2,3,3,3,6,0,3,3,11,Yes,5,Single,4,Research Scientist,1,3,Male,4,Life Sciences,3,2,Research & Development,Travel_Rarely,38,No,371,1,24,45,3944,4306,Y,80,0,0.034482759,0.149568552,0.138397503,0.132701422,0.173076923,0.146864686,0.134529148,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.255319149,0.253968254,0.305288462,0.195238095,0.160771704,0.154684096,0.244057052,0.176,0.140529532,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.128571429,4.5
815,3501 to 4000,7,1,7,8,2,3,8,1,1,3,12,Yes,1,Married,1,Research Scientist,1,4,Male,2,Life Sciences,3,21,Research & Development,Travel_Rarely,37,No,290,1,267,65,3564,22977,Y,80,0,0.12,0.149568552,0.138397503,0.166666667,0.173076923,0.146864686,0.149825784,0.170068027,0.090277778,0.26335175,0.160958904,0.228373702,0.124814264,0.188099808,0.305288462,0.166666667,0.160771704,0.206521739,0.093959732,0.155339806,0.140529532,0.168604651,0.1125,0.13963964,0.137254902,0.143518519,0.128571429,4.3
816,3501 to 4000,2,0,2,3,3,3,9,0,4,3,14,No,4,Single,4,Laboratory Technician,2,2,Male,1,Other,2,25,Research & Development,Travel_Rarely,35,No,538,1,652,54,3681,14004,Y,80,0,0.128205128,0.149568552,0.138397503,0.24,0.156028369,0.134146341,0.253521127,0.170068027,0.189333333,0.097378277,0.239382239,0.11328976,0.255319149,0.122302158,0.104364326,0.119402985,0.160771704,0.148148148,0.244057052,0.104166667,0.140529532,0.142217245,0.15625,0.182795699,0.189328744,0.145348837,0.128571429,4.4
817,3501 to 4000,4,1,2,5,3,5,9,0,3,3,14,No,2,Single,3,Laboratory Technician,1,1,Male,1,Medical,3,24,Research & Development,Non-Travel,44,No,381,1,744,49,3708,2104,Y,80,0,0.181818182,0.08,0.138397503,0.428571429,0.173076923,0.135775862,0.253521127,0.170068027,0.337349398,0.26335175,0.239382239,0.165158371,0.255319149,0.109589041,0.104364326,0.119402985,0.160771704,0.154684096,0.244057052,0.104166667,0.117647059,0.142217245,0.107142857,0.182795699,0.137254902,0.112244898,0.128571429,4.7
818,3501 to 4000,7,0,10,11,2,2,12,0,3,3,12,No,1,Married,2,Research Scientist,1,3,Male,3,Technical Degree,3,3,Research & Development,Travel_Frequently,36,No,469,1,1257,46,3692,9256,Y,80,0,0.086956522,0.249097473,0.138397503,0.166666667,0.173076923,0.242424242,0.136865342,0.170068027,0.144009217,0.26335175,0.160958904,0.164285714,0.124814264,0.188099808,0.104364326,0.166666667,0.160771704,0.154684096,0.244057052,0.104166667,0.179159049,0.168604651,0.0625,0.068965517,0.189328744,0.143518519,0.128571429,4.3
819,3501 to 4000,4,1,4,5,3,2,5,1,4,3,13,No,1,Married,3,Human Resources,1,3,Male,2,Human Resources,3,2,Human Resources,Travel_Rarely,33,No,147,1,1207,99,3600,8429,Y,80,0,0.206896552,0.149568552,0.19047619,0.132701422,0.173076923,0.259259259,0.149825784,0.170068027,0.144009217,0.26335175,0.230769231,0.165158371,0.124814264,0.188099808,0.104364326,0.162679426,0.160771704,0.148148148,0.093959732,0.181818182,0.179159049,0.142217245,0.107142857,0.144230769,0.137254902,0.112244898,0.128571429,4.4
820,3501 to 4000,5,1,3,6,3,2,6,2,4,3,12,No,1,Divorced,1,Healthcare Representative,2,4,Male,2,Life Sciences,2,5,Research & Development,Non-Travel,25,No,675,1,369,85,4000,18384,Y,80,0,0.230769231,0.08,0.138397503,0.153846154,0.156028369,0.146864686,0.149825784,0.170068027,0.090277778,0.097378277,0.06870229,0.228373702,0.100917431,0.188099808,0.104364326,0.166666667,0.160771704,0.148148148,0.075949367,0.176,0.179159049,0.142217245,0.118421053,0.118518519,0.137254902,0.129032258,0.128571429,3.8
821,3501 to 4000,2,0,2,4,1,2,5,1,4,4,24,Yes,1,Divorced,2,Laboratory Technician,1,2,Male,3,Other,4,14,Research & Development,Travel_Rarely,35,Yes,622,1,1010,39,3743,10074,Y,80,1,0.128205128,0.149568552,0.138397503,0.19047619,0.145728643,0.134146341,0.136865342,0.170068027,0.189333333,0.26335175,0.239382239,0.164285714,0.100917431,0.188099808,0.305288462,0.285714286,0.163716814,0.148148148,0.093959732,0.181818182,0.179159049,0.3125,0.172727273,0.182795699,0.189328744,0.145348837,0.128571429,4.8
822,3501 to 4000,1,1,3,4,3,2,5,0,4,3,12,No,0,Single,4,Research Scientist,1,2,Male,1,Medical,1,2,Research & Development,Travel_Rarely,26,No,683,1,1407,36,3904,4050,Y,80,0,0.307692308,0.149568552,0.138397503,0.132701422,0.182352941,0.135775862,0.253521127,0.170068027,0.189333333,0.26335175,0.160958904,0.11328976,0.255319149,0.116751269,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0.181818182,0.179159049,0.142217245,0.172727273,0.118518519,0.137254902,0.144736842,0.128571429,4.6
823,3501 to 4000,2,0,2,2,3,2,7,2,3,4,21,No,3,Married,3,Laboratory Technician,1,1,Male,4,Life Sciences,3,1,Research & Development,Travel_Rarely,30,No,921,1,806,38,3833,24375,Y,80,0,0.15,0.149568552,0.138397503,0.125,0.173076923,0.146864686,0.134529148,0.170068027,0.337349398,0.26335175,0.239382239,0.165158371,0.124814264,0.100628931,0.104364326,0.104166667,0.163716814,0.154684096,0.075949367,0.222222222,0.179159049,0.142217245,0.212598425,0.182795699,0.189328744,0.145348837,0.128571429,4.4
824,3501 to 4000,7,0,3,8,3,3,8,1,1,3,11,No,1,Married,3,Laboratory Technician,1,3,Female,3,Life Sciences,1,8,Research & Development,Travel_Frequently,39,No,443,1,602,48,3755,17872,Y,80,0,0.142857143,0.249097473,0.138397503,0.125,0.182352941,0.146864686,0.136865342,0.147959184,0.144009217,0.26335175,0.239382239,0.165158371,0.124814264,0.188099808,0.104364326,0.195238095,0.160771704,0.206521739,0.093959732,0.155339806,0.140529532,0.142217245,0.1125,0.118518519,0.189328744,0.143518519,0.128571429,4.3
825,4001 to 4500,4,0,4,5,4,3,5,0,2,3,15,No,1,Married,3,Sales Executive,2,3,Male,2,Medical,3,4,Sales,Non-Travel,28,No,120,1,129,43,4221,8863,Y,80,0,0.291666667,0.08,0.206278027,0.140625,0.173076923,0.135775862,0.149825784,0.170068027,0.144009217,0.097378277,0.174846626,0.165158371,0.124814264,0.188099808,0.104364326,0.178217822,0.160771704,0.148514851,0.244057052,0.181818182,0.140529532,0.176470588,0.107142857,0.144230769,0.189328744,0.112244898,0.094339623,4.2
826,4001 to 4500,2,2,2,3,3,2,4,1,2,3,18,No,0,Married,4,Manufacturing Director,2,3,Female,1,Life Sciences,4,2,Research & Development,Travel_Rarely,27,No,1055,1,1027,47,4227,4658,Y,80,0,0.0625,0.149568552,0.138397503,0.132701422,0.145728643,0.146864686,0.253521127,0.147959184,0.144009217,0.097378277,0.068965517,0.11328976,0.124814264,0.116751269,0.104364326,0.146067416,0.160771704,0.148514851,0.093959732,0.19047619,0.179159049,0.142217245,0.15625,0.182795699,0.169811321,0.145348837,0.094339623,3.8
827,4001 to 4500,3,1,3,4,3,2,20,0,1,4,20,No,3,Single,1,Laboratory Technician,2,2,Male,1,Life Sciences,2,28,Research & Development,Travel_Frequently,49,Yes,1475,1,1420,97,4284,22710,Y,80,1,0.083333333,0.249097473,0.138397503,0.086956522,0.156028369,0.146864686,0.253521127,0.170068027,0.189333333,0.097378277,0.239382239,0.228373702,0.255319149,0.100628931,0.104364326,0.127272727,0.163716814,0.206521739,0.244057052,0.066666667,0.179159049,0.142217245,0.172727273,0.118518519,0.137254902,0.133802817,0.094339623,4.3
828,4001 to 4500,9,2,11,14,3,5,15,1,4,3,12,No,1,Married,3,Healthcare Representative,2,3,Female,3,Life Sciences,4,8,Research & Development,Non-Travel,35,No,208,1,1630,52,4148,12250,Y,80,0,0.128205128,0.08,0.138397503,0.125,0.145728643,0.146864686,0.136865342,0.147959184,0.144009217,0.097378277,0.06870229,0.165158371,0.124814264,0.188099808,0.104364326,0.166666667,0.160771704,0.148148148,0.093959732,0.125,0.117647059,0.142217245,0.111111111,0,0.169811321,0.09375,0.094339623,3.4
829,4001 to 4500,7,10,11,13,3,2,15,2,1,3,15,Yes,3,Married,3,Research Scientist,2,3,Female,2,Medical,5,25,Research & Development,Non-Travel,37,No,1063,1,529,72,4449,23866,Y,80,0,0.12,0.08,0.138397503,0.24,0.104166667,0.135775862,0.149825784,0.147959184,0.144009217,0.097378277,0.160958904,0.165158371,0.124814264,0.100628931,0.305288462,0.178217822,0.160771704,0.206521739,0.075949367,0.125,0.179159049,0.142217245,0.083333333,0,0.166666667,0.143518519,0.094339623,3.8
830,4001 to 4500,2,1,3,4,3,3,5,1,1,3,18,No,0,Married,4,Research Scientist,1,3,Male,4,Medical,4,19,Research & Development,Non-Travel,52,No,715,1,791,41,4258,26589,Y,80,0,0.166666667,0.08,0.138397503,0.136363636,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.124814264,0.116751269,0.104364326,0.146067416,0.160771704,0.206521739,0.093959732,0.181818182,0.140529532,0.142217245,0.172727273,0.118518519,0.137254902,0.145348837,0.094339623,3.9
831,4001 to 4500,2,1,2,6,3,5,10,0,4,3,11,No,5,Single,2,Laboratory Technician,2,3,Female,2,Medical,3,2,Research & Development,Travel_Frequently,35,No,138,1,269,37,4425,15986,Y,80,0,0.128205128,0.249097473,0.138397503,0.132701422,0.173076923,0.135775862,0.149825784,0.147959184,0.144009217,0.097378277,0.239382239,0.164285714,0.255319149,0.253968254,0.104364326,0.195238095,0.160771704,0.148148148,0.244057052,0.123762376,0.117647059,0.142217245,0.118421053,0.182795699,0.137254902,0.145348837,0.094339623,4.3
832,4001 to 4500,3,0,3,5,3,3,5,0,4,3,18,Yes,1,Married,1,Sales Executive,2,3,Male,3,Other,1,3,Sales,Travel_Rarely,25,No,141,1,879,98,4194,14363,Y,80,0,0.230769231,0.149568552,0.206278027,0.166666667,0.182352941,0.134146341,0.136865342,0.170068027,0.144009217,0.097378277,0.174846626,0.228373702,0.124814264,0.188099808,0.305288462,0.146067416,0.160771704,0.148148148,0.244057052,0.181818182,0.140529532,0.142217245,0.107142857,0.118518519,0.189328744,0.133802817,0.094339623,4.4
833,4001 to 4500,8,0,5,9,3,3,10,0,4,3,12,Yes,0,Single,3,Laboratory Technician,2,2,Female,4,Life Sciences,2,15,Research & Development,Travel_Rarely,29,No,153,1,15,49,4193,12682,Y,80,0,0.264705882,0.149568552,0.138397503,0.192307692,0.156028369,0.146864686,0.134529148,0.147959184,0.189333333,0.097378277,0.239382239,0.165158371,0.255319149,0.116751269,0.305288462,0.166666667,0.160771704,0.148148148,0.244057052,0.123762376,0.140529532,0.142217245,0.097560976,0.027777778,0.189328744,0.093457944,0.094339623,4.3
834,4001 to 4500,2,2,2,2,3,3,4,1,3,3,15,Yes,3,Married,1,Laboratory Technician,1,3,Female,3,Medical,4,23,Research & Development,Travel_Rarely,35,No,1142,1,75,30,4014,16002,Y,80,0,0.128205128,0.149568552,0.138397503,0.185185185,0.145728643,0.135775862,0.136865342,0.147959184,0.144009217,0.26335175,0.239382239,0.228373702,0.124814264,0.100628931,0.305288462,0.178217822,0.160771704,0.154684096,0.093959732,0.19047619,0.140529532,0.142217245,0.212598425,0.182795699,0.169811321,0.145348837,0.094339623,4.4
835,4001 to 4500,2,2,2,3,3,2,4,0,1,3,18,No,0,Married,4,Sales Executive,2,3,Male,3,Marketing,4,26,Sales,Non-Travel,32,No,976,1,333,100,4465,12069,Y,80,0,0.180327869,0.08,0.206278027,0.12,0.145728643,0.220125786,0.136865342,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.124814264,0.116751269,0.104364326,0.146067416,0.160771704,0.206521739,0.244057052,0.19047619,0.179159049,0.142217245,0.15625,0.182795699,0.169811321,0.145348837,0.094339623,4.2
836,4001 to 4500,4,1,2,5,3,3,9,0,4,3,19,Yes,6,Single,1,Manufacturing Director,2,3,Female,3,Medical,3,10,Research & Development,Travel_Rarely,54,No,157,1,1980,77,4440,25198,Y,80,0,0,0.149568552,0.138397503,0.127906977,0.173076923,0.135775862,0.136865342,0.147959184,0.144009217,0.097378277,0.068965517,0.228373702,0.255319149,0.228571429,0.305288462,0.118421053,0.160771704,0.148148148,0.244057052,0.104166667,0.140529532,0.142217245,0.107142857,0.182795699,0.137254902,0.112244898,0.094339623,4
837,4001 to 4500,4,0,4,5,4,2,10,0,1,4,22,No,7,Single,1,Laboratory Technician,1,3,Female,1,Medical,3,9,Research & Development,Travel_Rarely,32,Yes,1033,1,190,41,4200,10224,Y,80,1,0.180327869,0.149568552,0.138397503,0.211764706,0.173076923,0.135775862,0.253521127,0.147959184,0.144009217,0.26335175,0.239382239,0.228373702,0.255319149,0.22972973,0.104364326,0.214285714,0.163716814,0.206521739,0.244057052,0.123762376,0.179159049,0.176470588,0.107142857,0.144230769,0.189328744,0.112244898,0.094339623,4.8
838,4001 to 4500,3,1,2,4,2,5,5,1,4,3,18,No,0,Divorced,3,Manufacturing Director,2,4,Female,1,Other,2,11,Research & Development,Non-Travel,24,No,673,1,26,96,4011,8232,Y,80,0,0.269230769,0.08,0.138397503,0.137931034,0.156028369,0.134146341,0.253521127,0.147959184,0.090277778,0.097378277,0.068965517,0.165158371,0.100917431,0.116751269,0.104364326,0.146067416,0.160771704,0.148148148,0.093959732,0.181818182,0.117647059,0.168604651,0.172727273,0.182795699,0.137254902,0.133802817,0.094339623,3.8
839,4001 to 4500,7,0,14,15,3,3,15,1,3,3,14,Yes,1,Divorced,3,Sales Executive,2,3,Male,4,Life Sciences,3,10,Sales,Non-Travel,34,No,1375,1,1774,87,4001,12313,Y,80,0,0.116883117,0.08,0.206278027,0.127906977,0.173076923,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.174846626,0.165158371,0.100917431,0.188099808,0.305288462,0.119402985,0.160771704,0.154684096,0.093959732,0.125,0.140529532,0.142217245,0.05,0.090909091,0.189328744,0.143518519,0.094339623,3.8
840,4001 to 4500,2,0,2,3,3,3,4,1,3,3,17,No,0,Married,2,Sales Executive,2,3,Female,4,Life Sciences,3,7,Sales,Travel_Frequently,33,No,970,1,1114,30,4302,13401,Y,80,0,0.206896552,0.249097473,0.206278027,0.130952381,0.173076923,0.146864686,0.134529148,0.147959184,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.116751269,0.104364326,0.170731707,0.160771704,0.154684096,0.093959732,0.19047619,0.140529532,0.142217245,0.15625,0.182795699,0.189328744,0.145348837,0.094339623,4.1
841,4001 to 4500,3,0,3,4,3,3,8,3,3,3,19,No,8,Divorced,1,Sales Executive,2,3,Male,3,Life Sciences,4,29,Sales,Travel_Rarely,30,No,1329,1,1211,61,4115,13192,Y,80,0,0.15,0.149568552,0.206278027,0.185185185,0.145728643,0.146864686,0.136865342,0.170068027,0.144009217,0.097378277,0.174846626,0.228373702,0.100917431,0.12244898,0.104364326,0.118421053,0.160771704,0.154684096,0.176470588,0.155339806,0.140529532,0.142217245,0.172727273,0.118518519,0.189328744,0.133802817,0.094339623,4
842,4001 to 4500,3,4,4,5,3,2,6,0,3,3,15,No,0,Single,3,Laboratory Technician,1,1,Male,4,Life Sciences,3,22,Research & Development,Travel_Rarely,35,No,144,1,577,46,4230,19225,Y,80,0,0.128205128,0.149568552,0.138397503,0.315789474,0.173076923,0.146864686,0.134529148,0.170068027,0.337349398,0.26335175,0.239382239,0.165158371,0.255319149,0.116751269,0.104364326,0.178217822,0.160771704,0.154684096,0.244057052,0.176,0.179159049,0.142217245,0.107142857,0.144230769,0.081967213,0.133802817,0.094339623,4.6
843,4001 to 4500,3,1,5,6,3,3,6,0,3,3,11,No,1,Single,1,Research Scientist,1,2,Female,3,Medical,4,2,Research & Development,Travel_Rarely,34,No,121,1,804,86,4381,7530,Y,80,0,0.116883117,0.149568552,0.138397503,0.132701422,0.145728643,0.135775862,0.136865342,0.147959184,0.189333333,0.26335175,0.160958904,0.228373702,0.255319149,0.188099808,0.104364326,0.195238095,0.160771704,0.154684096,0.244057052,0.176,0.140529532,0.142217245,0.118421053,0.027777778,0.137254902,0.133802817,0.094339623,4.2
844,4001 to 4500,10,5,8,11,4,2,15,2,3,3,13,No,4,Divorced,2,Laboratory Technician,2,3,Female,3,Medical,3,19,Research & Development,Travel_Frequently,34,No,135,1,1285,46,4444,22534,Y,80,0,0.116883117,0.249097473,0.138397503,0.136363636,0.173076923,0.135775862,0.136865342,0.147959184,0.144009217,0.097378277,0.239382239,0.164285714,0.100917431,0.122302158,0.104364326,0.162679426,0.160771704,0.154684096,0.075949367,0.125,0.179159049,0.176470588,0.0625,0.078651685,0.044444444,0.111111111,0.094339623,3.6
845,4001 to 4500,2,2,2,2,3,3,19,1,3,3,18,Yes,4,Divorced,1,Research Scientist,1,3,Female,3,Life Sciences,3,8,Research & Development,Travel_Rarely,56,No,713,1,241,67,4257,13939,Y,80,0,0.214285714,0.149568552,0.138397503,0.125,0.173076923,0.146864686,0.136865342,0.147959184,0.144009217,0.26335175,0.160958904,0.228373702,0.100917431,0.122302158,0.305288462,0.146067416,0.160771704,0.154684096,0.093959732,0.136363636,0.140529532,0.142217245,0.212598425,0.182795699,0.169811321,0.145348837,0.094339623,4.3
846,4001 to 4500,3,0,3,4,3,1,4,1,3,3,12,No,1,Married,1,Manufacturing Director,2,3,Female,3,Life Sciences,1,1,Research & Development,Travel_Frequently,31,No,853,1,1011,96,4148,11275,Y,80,0,0.260869565,0.249097473,0.138397503,0.125,0.182352941,0.146864686,0.136865342,0.147959184,0.144009217,0.097378277,0.068965517,0.228373702,0.124814264,0.188099808,0.104364326,0.166666667,0.160771704,0.154684096,0.093959732,0.19047619,0.126760563,0.142217245,0.172727273,0.118518519,0.189328744,0.133802817,0.094339623,4.1
847,4001 to 4500,2,2,2,3,3,2,6,0,1,3,12,No,3,Married,1,Sales Representative,1,2,Male,1,Life Sciences,2,9,Sales,Travel_Rarely,25,Yes,383,1,1439,68,4400,15182,Y,80,1,0.230769231,0.149568552,0.206278027,0.211764706,0.156028369,0.146864686,0.253521127,0.170068027,0.189333333,0.26335175,0.397590361,0.228373702,0.124814264,0.100628931,0.104364326,0.166666667,0.160771704,0.206521739,0.244057052,0.176,0.179159049,0.142217245,0.15625,0.182795699,0.169811321,0.145348837,0.094339623,5
848,4001 to 4500,0,0,1,1,3,4,5,2,4,3,14,No,2,Married,1,Sales Executive,2,3,Female,1,Life Sciences,4,26,Sales,Travel_Frequently,45,Yes,306,1,684,100,4286,5630,Y,80,1,0.048780488,0.249097473,0.206278027,0.12,0.145728643,0.146864686,0.253521127,0.147959184,0.144009217,0.097378277,0.174846626,0.228373702,0.124814264,0.109589041,0.104364326,0.119402985,0.160771704,0.148148148,0.075949367,0.181818182,0.211382114,0.142217245,0.34502924,0.192982456,0.189328744,0.323193916,0.094339623,4.5
849,4001 to 4500,2,0,3,5,3,2,5,0,4,3,13,No,1,Single,2,Manufacturing Director,2,2,Male,4,Life Sciences,3,25,Research & Development,Travel_Rarely,33,No,575,1,1545,44,4320,24152,Y,80,0,0.206896552,0.149568552,0.138397503,0.24,0.173076923,0.146864686,0.134529148,0.170068027,0.189333333,0.097378277,0.068965517,0.164285714,0.255319149,0.188099808,0.104364326,0.162679426,0.160771704,0.148148148,0.244057052,0.181818182,0.179159049,0.142217245,0.107142857,0.118518519,0.189328744,0.145348837,0.094339623,4.3
850,4001 to 4500,2,0,8,10,3,2,10,1,1,3,11,No,1,Divorced,3,Laboratory Technician,2,3,Male,2,Life Sciences,3,20,Research & Development,Travel_Rarely,31,No,311,1,1881,89,4197,18624,Y,80,0,0.260869565,0.149568552,0.138397503,0.16,0.173076923,0.146864686,0.149825784,0.170068027,0.144009217,0.097378277,0.239382239,0.165158371,0.100917431,0.188099808,0.104364326,0.195238095,0.160771704,0.206521739,0.093959732,0.123762376,0.179159049,0.142217245,0.15,0.078651685,0.189328744,0.145348837,0.094339623,4.1
851,4001 to 4500,0,0,0,0,3,5,8,2,1,3,12,No,5,Divorced,3,Sales Executive,2,3,Male,1,Medical,2,29,Sales,Travel_Rarely,26,No,775,1,618,45,4306,4267,Y,80,0,0.307692308,0.149568552,0.206278027,0.185185185,0.156028369,0.135775862,0.253521127,0.170068027,0.144009217,0.097378277,0.174846626,0.165158371,0.100917431,0.253968254,0.104364326,0.166666667,0.160771704,0.206521739,0.075949367,0.155339806,0.117647059,0.142217245,0.363636364,0.299180328,0.189328744,0.323193916,0.094339623,4.9
852,4001 to 4500,9,0,0,10,2,3,10,1,2,3,13,Yes,1,Divorced,2,Sales Executive,2,2,Male,1,Medical,3,5,Sales,Travel_Rarely,29,No,991,1,1669,43,4187,3356,Y,80,0,0.264705882,0.149568552,0.206278027,0.153846154,0.173076923,0.135775862,0.253521127,0.170068027,0.189333333,0.097378277,0.174846626,0.164285714,0.100917431,0.188099808,0.305288462,0.162679426,0.160771704,0.148514851,0.093959732,0.123762376,0.140529532,0.168604651,0.15,0.299180328,0.189328744,0.09375,0.094339623,4.6
853,4001 to 4500,7,3,8,12,3,2,12,0,4,4,23,No,1,Single,4,Laboratory Technician,2,3,Female,3,Medical,2,1,Research & Development,Travel_Frequently,30,No,721,1,57,58,4011,10781,Y,80,0,0.15,0.249097473,0.138397503,0.125,0.156028369,0.135775862,0.136865342,0.147959184,0.144009217,0.097378277,0.239382239,0.11328976,0.255319149,0.188099808,0.104364326,0.214285714,0.163716814,0.148148148,0.244057052,0.104166667,0.179159049,0.142217245,0,0.078651685,0.173076923,0.143518519,0.094339623,4.1
854,4001 to 4500,3,0,3,4,3,2,5,2,1,3,14,No,0,Married,1,Sales Executive,2,3,Male,4,Medical,3,7,Sales,Travel_Frequently,33,No,430,1,1477,54,4373,17456,Y,80,0,0.206896552,0.249097473,0.206278027,0.130952381,0.173076923,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.174846626,0.228373702,0.124814264,0.116751269,0.104364326,0.119402985,0.160771704,0.206521739,0.075949367,0.181818182,0.179159049,0.142217245,0.172727273,0.118518519,0.189328744,0.133802817,0.094339623,4.2
855,4001 to 4500,4,1,4,5,3,3,14,1,3,4,21,No,5,Married,2,Sales Executive,2,3,Female,3,Marketing,3,8,Sales,Travel_Rarely,41,No,337,1,1909,54,4393,26841,Y,80,0,0.15,0.149568552,0.206278027,0.125,0.173076923,0.220125786,0.136865342,0.147959184,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.253968254,0.104364326,0.104166667,0.163716814,0.154684096,0.093959732,0.129032258,0.140529532,0.142217245,0.107142857,0.144230769,0.137254902,0.112244898,0.094339623,3.9
